cid,brand,product,model_number,date_certified,category,frequency_band,wifi_support_list,wifi_n,wifi_ac,wifi_6,wifi_7
WFA139593,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLDDEAAJC,2026-02-04,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA133149,Yamaha Corporation,Router NWR100,NWR100,2026-02-04,Routers,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA139591,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SL1DE2AJB,2026-02-04,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139590,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SL1DE3AJC,2026-02-04,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139589,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLBDE7AJA,2026-02-04,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139596,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLDDE9AJB,2026-02-04,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139595,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLDDE7AJB,2026-02-04,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139601,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SL2EE7AJB,2026-02-04,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139597,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLDDEBAJB,2026-02-04,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139599,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SL2EE5AJC,2026-02-04,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139587,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SL1CE2AJA,2026-02-04,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139609,"Harman International Industries, Inc.",Wireless Speaker,PARTYBOX ULTIMATE 2,2026-02-04,"Gaming, Media & Music",2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA139615,Vantiva,DGM434BUWH,DGM434BUWH,2026-02-04,Routers,2.4 GHz; 5 GHz,"n, ac, 6, 7",True,True,True,True
WFA139614,Vantiva,OWA834BUWH,OWA834BUWH,2026-02-04,Routers,2.4 GHz; 5 GHz,"n, ac, 6, 7",True,True,True,True
WFA139588,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLBDE5AJA,2026-02-04,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139585,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLDCE9AJA,2026-02-04,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139586,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SL1CE0AJA,2026-02-04,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139572,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SS1DE6AJA,2026-02-04,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139573,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SS1DE7AJA,2026-02-04,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139574,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SL2CE0AJB,2026-02-04,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139575,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SL2CE1AJA,2026-02-04,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139576,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SL2CE3AJB,2026-02-04,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139577,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SL2CE4AJA,2026-02-04,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139578,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLDCE4AJB,2026-02-04,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139579,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLDCE5AJA,2026-02-04,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139581,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLDCE1AJA,2026-02-04,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139582,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLDCEAAJB,2026-02-04,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139570,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SSQFSAAJA,2026-02-03,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139560,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SSQFM1AJA,2026-02-03,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139567,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SSQFEAAJA,2026-02-03,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139564,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SSQFF2AJA,2026-02-03,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139563,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SSQFF1AJA,2026-02-03,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139562,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SSQFF0AJA,2026-02-03,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139559,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SSQFE3AJA,2026-02-03,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139557,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SSQFE4AJA,2026-02-03,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139556,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SSQFE1AJA,2026-02-03,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139555,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SSQFE0AJA,2026-02-03,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139568,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SSQFEBAJA,2026-02-03,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139554,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SSPFECAJA,2026-02-03,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139552,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SSPFEAAJA,2026-02-03,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139551,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SSPFE4AJA,2026-02-03,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139550,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SSPFE3AJA,2026-02-03,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139548,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SSPFE2AJA,2026-02-03,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139547,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SSPFE1AJA,2026-02-03,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139553,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SSPFEBAJA,2026-02-03,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139569,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SSQFECAJA,2026-02-03,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139546,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SSPFE0AJA,2026-02-03,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA135867,"Elo Touch Solutions, Inc.",Handheld Terminal,EMC-HRPR1.3,2026-02-03,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA114468,Seiko Solutions Inc.,LTE Router,MB-A130-00,2026-02-03,Routers,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139522,Zebra Technologies,TC701L,TC701L,2026-02-02,Phones,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6, 7",True,True,True,True
WFA133505,Hewlett Packard Enterprise,AP-735,AP-735,2026-02-02,Routers,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6, 7",True,True,True,True
WFA139537,ZTE Corporation,UFi,U30 Pro,2026-02-02,Routers,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA139536,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SS1EE1AEA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139535,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SS1EE0AEA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139534,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFF0AJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139533,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFS1AJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139506,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLFER1AJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139521,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFE0AJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139523,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFE1AJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139524,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFE2AJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139525,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFE4AJB,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139526,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFE3AJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139527,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFE8AJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139532,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFS0AJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139510,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-ST8DE1AJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139507,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-ST8DE0AJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139495,ZTE Corporation,EasyBox 7,ZXHN H1700M,2026-02-02,Routers,2.4 GHz; 5 GHz,"n, ac, 6, 7",True,True,True,True
WFA139505,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLFER0AJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139504,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLFEE3AJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139472,Seiko Epson Corporation,MultiMediaProjector[EB-870Ei],EB-870Ei,2026-02-02,Computers & Accessories,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6",True,True,True,False
WFA139512,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-ST8DE9AJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139511,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-ST8DE8AJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139520,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-ST8DE7AJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139513,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-ST8DEBAJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139514,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-ST8DECAJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139515,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-ST8DE4AJB,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139516,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-ST8DE2AJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139517,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-ST8DE3AJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139518,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-ST8DEAAJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139519,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-ST8DE6AJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139529,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFM1AJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139528,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFM0AJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139499,Hewlett Packard Enterprise,AP47,AP47,2026-02-02,Routers,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6, 7",True,True,True,True
WFA139530,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFA0AJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA139531,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFA1AJA,2026-02-02,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
